label,text
Neutral,RT @mention Win an iPad 2 ~ BizGym Video ClipCon! See intro reel at {link} #sxsw #suasxsw #sxswaccel #ceokidschat #entrepreneur #smallbiz
Neutral,RT @mention Win an iPad 2 at SXSW via @mention ! #sxsw {link}
Neutral,RT @mention Win an iPad2 by signing up here: {link} #sxsw #wantlet
Neutral,RT @mention Win free ipad 2 from webdoc.com #sxsw RT
Neutral,RT @mention Win free iPad 2 from webdoc.com #sxsw RT
Neutral,"RT @mention Win iPad here: RT @mention What #DgtlTribe can Learn from Native Amer TX Ballroom 5-7, 11:00am {link} #sxsw"
Pos,RT @mention Win this awesome iPad from QuiBids and custom @mention case if we catch you at #SXSW wearing an openbeta VIP badge!
Neutral,RT @mention Wish you went to #sxsw? We got you covered! Day 1 Recap {link} from Coyne's @mention and @mention
Pos,"RT @mention With 150 million mobile users on Google maps, 40% of all Google Maps usage is from mobile devices. #maps #sxsw"
Neutral,"RT @mention With XWave headsets, we can actually control iPhone apps with our brain!? #SxSWNUI #gsdm #sxsw"
Pos,"RT @mention Within hours of buying an iPad, Glenda Watson Hyatt (with cerebral palsy) was able to communicate with strangers in public. #sxsw #poursite"
Neutral,RT @mention Woah.  Dude at #sxsw gets branded tattoo in exchange for iPad.  No really. {link} @mention What do YOU think?
Pos,RT @mention woah. expect Google Circles today at #sxsw during Google's League of Extraordinary Hackers events today. big!
Pos,RT @mention Woke up sandwiched between my iPhone and iPad. I forgot how much #SXSW was like geek spring break
Neg,"RT @mention Woman in lobby: &quot;there's a website called, like, stupid iPhone speller, and it's ppl taking pics of funny autocorrected words.&quot; #sxsw"
Pos,RT @mention Won 2nd place in Fandango karaoke. 1st prize was 1 yr Fandango tkts - useless in Canada. 2nd prize *is* more useful: an iPad! #sxsw
Neutral,RT @mention Wonder how many iPads they'll sell there tomorrow? RT @mention Apple Opening a Pop Up Store at #SXSW {link}
Neutral,RT @mention Wonder how many iPads they'll sell there? RT @mention Opening a Pop Up Store at #SXSW {link}
Pos,RT @mention Wonder when Google's #impactdashboard (being demoed now) will become part of Google Analytics #bavcid #SXSW
Neutral,RT @mention Wondering about street closures during SXSW? We made a Google Map to show you: {link} #sxsw #austin
Pos,RT @mention Woo hoo! @mention is finally back on the iPhone. {link} #sxsw #il
Neutral,RT @mention Woohoo! RT @mention The Go Game launches do-it-yourself iPhone scavenger hunts {link} (via @mention see you at #SXSW
Pos,"RT @mention Wooooo! Did I mention that we just released Discovr for IPHONE :)  It's out now, just in time for #sxsw. New features! {link}"
Pos,RT @mention Woot!! Just won the #google #lego hackathon competition. #SXSW #startupbus #cle
Pos,RT @mention Word to your motherboard. RT @mention You'll want these iPhone apps if you're heading to #SXSW today. 10 hot ones. {link}
Pos,"RT @mention Wow, @mention developed it's iPad app for just $15k #newsapps #sxsw"
Pos,"RT @mention Wow, this thing is insanely thin &amp; light. Hold out for the iPad 2. Seriously. #sxsw #mosaicxm  {link}"
Neutral,RT @mention Wow. Leo just told a random person on the street he would send her an iPad 2. #TWiT #SXSW
Pos,RT @mention Wow. Shakespeare's Pub on 6th St. Here's to the delete button on the iPhone video camera. #SXSW
Neutral,RT @mention Written in #GWT: the new Blogger interface being shown this week at #SXSW {link}
Neutral,RT @mention YayRT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link}
Pos,RT @mention Yeah! Love the Google! Cheese w/ @mention @mention Maggie Mae's [pic] {link} #SXSW
Neg,"RT @mention yes, i hate the fanboys. still valid tho- to those that waited for the iPad2 instead of enjoying #sxsw: {link}"
Neutral,"RT @mention Yes, the rumors are true. Come play with @mention on iPad at our booth at #SXSW, exhibit hall 3. #iPad #iPad2  #sxswi"
Pos,"RT @mention Yes, the rumors are true. Come play with @mention on iPad at our booth at #SXSW, exhibit hall 3. #iPad #iPad2 (Under the giant &quot;O&quot;)"
Neutral,"RT @mention Yes, there's a line in front of the all-but-confirmed pop-up Apple Store at #SXSW. {link}"
Pos,RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw
Pos,RT @mention YES! updated #iPhone app has song info @mention 24/7 stream +others also live video streaming for #SXSW {link}
Pos,RT @mention YES! updated iPhone app has song info  @mention 24/7 stream +others also live video streaming for #SXSW {link}
Pos,RT @mention YES! updated iPhone app has song info @mention 24/7 stream +others also live video streaming for #SXSW {link}
Pos,RT @mention Yesterday was fantastic @mention #SXSW &amp;Apple iPad 2 launch. But let's all take a moment 2honor those who have suffered in Japan.
Neutral,RT @mention Yikes. Google is launching 'Circles' today at #sxsw? {link}
Neutral,RT @mention You can download a free @mention sampler of some of the bands playing at #SXSW here: {link}
Neutral,"RT @mention you know you are on the plane to #SXSW when u become Facebook friends with your seatmate. He added me on his iPad, I added him on my laptop"
Neutral,Don't be on your iPhone up to going to sleep. Prepare for sleep for 30-45 minutes before #SXSW ^PR
Neutral,Get them on your pop-up Apple Store iPad 2! RT @mention RT @mention �� A complete #SXSW 2011 foursquare badge list {link}
Neutral,RT @mention Zazzle is gearing up to hit #SXSW! Look out for our tweets on where you can come by to create your own iPhone case! #zazzlesxsw
Pos,"RT @mention Zazzle is officially at #SXSW! Come by the @mention Grille, mention #zazzlsxsw and you�۪ll get to make your own iPhone case!"
Pos,"RT @mention Zazzle is officially at #SXSW! Come by the @mention Grille, mention us with #zazzlsxsw and you�۪ll get to make your own iPhone case!"
Neutral,"1st session, Designing iPad Interfaces {link} #SXSW #UXDes"
Neg,"#sxsw iPhone app: control mania! Half of the screen used for buttons and filters, other half for content. #ui-fail"
Pos,These iPhone apps will keep you grooving at #SXSW 2011 | @mention {link}
Pos,These iPhone apps will keep you grooving at #SXSW 2011 | @mention {link} via  @mention
Neutral,For everyone at #SXSW here is a map of my favorite places in Austin {link} @mention @mention @mention
Pos,Will someone buy my iPad v1 while I wait in line to get v2 tomorrow? #SXSW
Neg,"Fuck. iPhone crapped out, will not charge at all. Says it is charging, but at 5% after all night. What are my options in Austin? #sxsw"
Pos,@mention one of the must have apps to survive #SXSW {link}  Join our #SXSWbarcrawl during #SXSWi
Neutral,Fuzzy iphone picture of Jake Gyllenhaal and Duncan Jones more pictures soon BigDplace.com #sxsw {link}
Neutral,"Did some one say free music? Did someone say free @mention music!? Yes, yes they did. {link} #SXSW #FreeMusic"
Neutral,&quot;No one says 'I'm Apple' or 'I'm Drupal' - in my tribe I know people will care for my children &amp; that is powerful&quot; @mention #DgtlTribe #SXSW
Neutral,"#SXSW iPhone tip, turn off 3G to get good service/data"
Neutral,FOUND iPHONE: Ballroom D just now. Volunteer at door has it. #sxsw #sxswi
Neutral,Just got one! RT @mention Waiting in line at an Apple Store? Check in and you just might find a new item :) #SXSW {link}
Neutral,"So the phones around me are Blackberry, iphone and android a distant third. #sxsw"
Pos,"Tip for conference goers everywhere: bring iPad, leave laptop at hotel. I've had no battery and a sore shoulder all week! #sxsw"
Neutral,"Free 22 song #SXSW iTunes playlist! #BrightEyes, #TheCivilWars, #Glove and many others: {link}"
Pos,"amusing long lines at the temp apple store, the starbu cks acrosse the street is where most people seem to unpack theirs ;) #sxsw"
Neutral,6th and Congress in the Scarborough bldg. RT @mention So where is this temporary apple store setup? #sxsw
Pos,6th and Congress. Dude is creatively saving up for an iPad 2!  Www.socialmediabum.tumblr.com #sxsw {link}
Neutral,@mention Only Google's disavowal of its planned launch at #sxsw.
Neutral,Am I the only one left with an iPad 1 #sxsw
Neutral,"We will connect to it too! RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw"
Neutral,Guy in front of the Apple store in Austin is reading from the bible.  Wondering when someone would give him an iPAD with a bible app #sxsw
Pos,Awesome conversations and networking while on line at #SXSW Apple Store.
Neutral,Is iPad too big for it? RT @mention My takeaway from #sxsw? Mobile is absolutely necessary now for brand relevancy {link}
Neutral,Tons of good music from @mention and more on this FREE #SXSW sampler via @mention {link}
Pos,"This is good news...Google's route around traffic function saves users 2 years EVERY DAY.from Marissa Mayer at #sxsw
via @mention"
Neutral,So many good places in here RT @mention if you're racing around #sxsw you best be fueling up with great local fare {link}
Pos,Social proof is a powerful marketing motivator -- you see white earbud headphones and cables and you know: Apple is here. @mention #sxsw
Neutral,Hotpot #google #marissameyer what is next #Clevelandsteamer. #sxsw
Neutral,Apple + Google + Zappos are corporations always founded with this different and important ideas. #rhjr_ux5 #sxsw
Neutral,Is this Google Circles? {link} #Google #SXSW
Neutral,"What is google circles??  @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw�۝"
Neutral,At the #google hacker party at #sxsw. Good times with #cle #startupbus.
Neutral,"Demo of Google Hotpot at #bettersearch panel: still pull search, but personalized. Not yet serendipitous? #SXSW"
Neutral,After a Google image search Jayden Boy recognized @mention as the man from the Nikon camera commercials. #SXSW #SXSWNikon #HISXSW
Neutral,"40% of #Google Maps usage from mobile devices, said @mention at #SXSW. {link} /via @mention #gmaps"
Neutral,Buzz to Google Me to Google Circles... Is there a social media shakedown brewing? If anything go hear The Head and The Heart at #SXSW!
Pos,So many Google products. isn't it time to  transition them down the chain and into  features? But features of what product? #SXSW
Neutral,20% of #google searches are for local information. #Mayer #sxsw
Neutral,{link} #Google to launch major new social network called 'Circles'! #Social Networking back to basics. #SXSW
Neg,Damn it Google! Your glow-in-the-dark cup leaked glow-in-the-dark goo in my camera bag! #SXSW
Pos,Leaving Google's Marissa Mayer Keynote. Interesting details on user adoption of location-aware services. #sxsw
Neutral,Rt #facebook hit an adoption tipping point...low chance of success&quot;@mention Google 2 Launch New Social Network Called  #sxsw
Pos,jqTouch looks amazing. It has an Apple theme that makes web pages look just like native iPhone apps. #sxsw #geekery
Neg,It just looks stupid to take pix with an iPad 2 - believe me guys  #sxsw
Pos,all the cool apps coming out at #SXSW are making me miss my iPhone 4 in a big way
Pos,Kind of cool: someone is trying to do screen mirroring of an iPad via a camera - there is an HDMI cable for that gents #sxsw
Pos,That is cool! RT @mention Coolest iPad case ever!  It's an etch-a-sketch #sxsw  {link} via @mention
Neutral,Line at pop up Apple store in Austin. First person was here at 6 a.m.they have to wait until 5 p.m. #SXSW #ipad2  {link}
Neutral,"Apple's pop up shop on Lavaca and 6th #sxsw yes, the line wraps around the block (@mention Apple Store, SXSW) {link}"
Neutral,Apple's pop up store in Austin just took shape this week. Now that's what I call a pop-up. #sxsw
Neutral,"Apple's pop up store on sixth street STILL has a giant line in front of it, people waiting for their iPad 2 #apple #sxsw #insanity"
Neutral,"After a pop-up Apple Store, #sxsw should have a pop-up bar called #dickbar"
Pos,Apple's pop-up store at #SXSW on the day of the iPad2 release could be the most genius move in marketing history.
Pos,Apple's pop-up store for #SXSW is just like what girl scouts do by planting themselves next to bank ATMS. CA$H MONEY #thinmints
Pos,Apple's pop-up store plans for #SXSW in Austin {link}
Neutral,Apple to Open 'Pop Up' Temporary Store at #SXSW for iPad 2 Launch {link} via @mention
Neutral,Apple to open &quot;popup&quot; guerrilla store on 6th and Congress for #SXSW in Austin. Wonder what they're selling? {link}
Pos,Apple to open a pop-up store at #SXSW so wannabe-hipsters can feel at home being near their fav store {link}
Neutral,Apple to open a pop-up store downtown Austin (1st floor of my bldg at 6th &amp; congress) for #SXSW and the iPad 2 launch #morefunpeoplewatching
Pos,Apple to open iPad2 popup shop @mention core of SXSW action. Brilliant to bring hot shiny new toy to #SXSW peeps {link}
Neutral,apple to open pop-up shop at #sxsw (6th and congress) on ipad2 launch day... {link}
Neutral,Apple to Open Pop-Up Shop at #SXSW [REPORT] {link}
Neutral,Apple to Open Pop-Up Shop at #SXSW {link}
Neutral,Apple to Open Pop-Up Shop at SXSW [REPORT] - {link} #sxsw
Neutral,Apple to Open Pop-Up Shop at SXSW [REPORT]: {link} #sxsw
Neutral,"Apple to open pop-up shop in Austin for #SXSW, iPad 2 release - {link}"
Neutral,"Apple to open pop-up shop in Austin for SXSW, iPad 2 release {link} via @mention  #sxsw #ipad2"
Neutral,"Apple to open pop-up shop in Austin for SXSW, iPad 2 release. {link} #sxsw #apple #ipad2 #popupshop"
Pos,Apple to open popup store at #sxsw just for iPad launch. You genius bastards. {link}
Neutral,Apple to open temporary store at #SXSW {link}
Neutral,Apple to open temporary store at SXSW | TiPb {link} via @mention #SXSW
Neutral,Apple to open temporary store for #SXSW at 6th and Congress {link}
Neutral,Apple to open temporary store for #SXSW. Interesting.  {link}
Neutral,Apple is opening a new store in downtown Austin Friday to make sure everyone at #SXSW can buy a new iPad 2: {link}
Neutral,Apple Is Opening A Pop-Up Store In Austin For #SXSW {link}
Neutral,Apple Is Opening A Pop-Up Store In Austin For #SXSW | @mention {link}
Neutral,Apple Is Opening A Pop-Up Store In Austin For #SXSW | @mention {link}  via@mention
Neutral,Apple Is Opening A Pop-Up Store In Austin For SXSW {link} #SXSW #apps #mobile
Neg,Apple is opening a temporary store in Austin for #SXSW. Because people obviously want to shell out $1500 for a MacBook while visiting Austin
Neg,Apple is opening a temporary store in Austin for #SXSW. Because people obviously want to shell out $1500 for a MacBook.
Pos,Apple is opening a temporary store in downtown Austin for March 11 to accommodate #SXSW attendees. God they are so fucking smart.
Pos,Apple is opening temp retail store in Austin to sell iPads to #SXSW attendees.  I am once again tempted.
Pos,Apple is opening temporary store close to #SXSW to sell #iPad2. They get the influencers concept! {link} @mention
Neutral,Apple is opening up a pop-up store in downtown Austin for the iPod 2 launch at #SXSW {link}
Neutral,Apple is opening up a temp store in Austin for #SXSW {link} #iPad2 (via @mention @mention @mention
Neutral,Apple is opening up a temp store in Austin for #SXSW {link} via @mention @mention #awesome
Neutral,Apple is opening up a temp store in Austin for #SXSW {link} via @mention #iPad2
Neutral,Apple is opening up a temporary store in downtown #Austin for #SXSW &amp; iPad 2 launch {link}
Neutral,Apple is opening up a temporary store in downtown Austin for #SXSW  {link} iPad 2 anyone? #fb
Neutral,Apple is opening up a temporary store in downtown Austin for #SXSW &amp; iPad 2 launch. {link}  Source: Statesman.com
Neutral,Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch  {link} cc: @mention
Neutral,Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link}
Neutral,Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch bit.ly/g03MZB
Neutral,Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch bit.ly/g03MZB CC. @mention @mention
Pos,Apple is opening up a temporary store just for the #sxsw conference and the iPad 2 launch. Might have to make a stop.
Neutral,"Web Developers: If you haven�۪t tried New Relic, sign up during #SXSW and enter to win an iPad 2! Come by booth 13 {link}"
Neutral,Agency people at #sxsw?  This queue if for a pop up ipad store! #savesxsw {link}
Neutral,Why do people at #sxswi insist on sharing footage of the Japanese tragedy? Do they not think other people at #SXSW know how to google?
Pos,so for people back home - seems that #sxsw is putting together a pop-up apple store for people to get the ipad2 today ;)
Neutral,"Mayer: People drive 12bn+ miles a year using Google Maps Navigation. Whither, Sat Nav? #sxsw"
Neutral,{link} people waiting for the new iPad outside Apple's temporary store on 6th street. Doors open at 5pm #sxsw
Neg,"Google dropped real estate search b/c to do it right, they'd need to invest much more than they're willing to at the moment. #SXSW"
Neutral,Apple's popup #SXSW #retail store in #Austin. Detail belies its short 2 wk lifespan {link} {link}
Neutral,Line at popup Apple Store at 6th &amp; Congress still over a block long. #sxsw
Neutral,Waiting for @mention and a #trollfoot appearance at the #SXSW Apple store. C'mon! :D
Neutral,"packing for #sxsw = iPad, iPhone, BlackBerry, laptop, and video camera. Need a stylish belt-clip-gadget-holster. Or is that an oxymoron? #in"
Neutral,"Packing for #SXSW need a geek/batman like utility belt for my gadgets --iPhone, iPad, MBA, Apple TV, Overdrive Hotspot, Headphones etc."
Neutral,Packing for #SXSW. Literally going w/ 2 tshirts + ipad. Dont plan on doing much but enjoying the sun &amp; conversing with dorks.
Pos,"Packing for #SXSW. MacBook, iPad or both? Ahhh, can't decide!"
Neutral,Waiting for a #SXSW session to start: Touching Stories - Designing Digital Magazines for the iPad
Neutral,"Looking for a cool new #iPhone twitter app to track the action at #sxsw this week, check out {link} #tweetignite"
Neutral,Waiting for an iPad 2 - #SXSW Day #1 {link}
Neutral,"Looking for an iPhone app that manages multiple accounts, allowing
You to select which you follow from. AND lists! Suggestions?  #sxsw"
Neutral,Looking for an iphone battery solution for next week at #SXSW. Any suggestions?
Neutral,"Not a rumor any longer, Apple to open up a pop up store on Congress for the iPad2 launch during #SXSW. {link} #GeeksRejoice"
Neutral,"@mention or anyone heading to #sxsw If you have Android/iPhone, install &quot;cab4me&quot;. 
{link}"
Pos,Waiting for bestie to come out of @mention popup store with our iPad 2's:) #SXSW #apple #iPad2
Neutral,"SXSW GO for Blackberry and Windows Phone 7: 
SXSW GO is now available  on iPhone, iPad, Andro... {link} #sxsw #music #news"
Neutral,"SXSW GO for Blackberry and Windows Phone 7: 
SXSW GO is now available  on iPhone, iPad, Android, Blackberr... {link} #SXSW"
Neutral,Waiting for google keynote to start #sxsw
Neg,"NYT app for iPad: not &quot;here's an amazing way to serve our readership,&quot; more &quot;here's a market opportunity we can't ignore.&quot; #sxsw #newsapps"
Neutral,@mention or like the iPad 2 line at #sxsw you could sell your space at the exercise class for $900...
Pos,Perfect for me! A session about Google Recipes search ( among other things). #SXSW
Neutral,"#sxsw rumor mill: iPad 3 will have between 6 and 15 cameras, slightly thinner rare earths case, and &quot;different&quot; but still smudgy screen."
Neutral,"Looking for tech/mobile bloggers &amp; others to join iPad 2 panelist line up for #SXSW (Tues, 3:30) LMK!"
Neutral,Looking for the best disc created at #SXSW. The winner gets an iPad 2.
Neutral,Looking for the best iphone app to hail a cab in Austin? (free if possible) #austin #sxsw #iphoneapp
Neutral,"In line for the Google and Bing pagerank session. Hope there's a smack down! #sxsw (@mention Hilton, Salon J w/ 44 others) {link}"
Neutral,"Details for the iPad 2 giveaway coming tonight, RT this! #SXSW #sxswi"
Pos,in line for the ipad2 - why not!! Apple hype team just made the high-five run by #sxsw
Neutral,Waiting for the video  RT @mention Pic of my iPad-winning performance: {link} #sxsw #accordion #toodamnlucky
Pos, Viagra for your communications�۪ @mention launches Android app at #SXSW {link} Happy to see expansion beyond Outlook plugin.
Pos,"Die Antwoord was awesome in Umshini Wam from Korine. And Park's NIGHT FISHING was amazing, especially for being shot on iPhone 4 #SXSW"
Pos,"&quot;Before It Even Begins, Apple Wins #SXSW&quot;: Apple to setup temporary store in Austin for iPad 2 launch March 11th {link}"
Pos,"#tech Before It Even Begins, #Apple Wins #SXSW {link} #technology"
Pos,"#tech Before It Even Begins, #Apple Wins #SXSW: Over the past week, there's been a major dilemma in... {link} #technology"
Pos,"#tech Before It Even Begins, Apple Wins #SXSW {link}"
Pos,Hooray! More long lines! RT @mention Apple is opening temporary store in downtown Austin for #SXSW &amp; the iPad 2 launch {link}
Neutral,Pop up stores R popping up everywhere. RT @mention Confirmed! Apple store 2 week popup in Austin 4 #SXSW No��_ (cont) {link}
Neutral,"Que???? Porque?!?!
#Google to Launch Major New Social Network Called Circles, Possibly Today {link}  #SXSW #socialmedia"
Neutral,I was a worried when this guy stated w/ &quot;ppl. spend a lot of time inside&quot; but what IS Google doing to help navigate indoor spaces? #SXSW
Neutral,Need support for private content.  RT @mention now discussing PubSubHubbub: {link} #fsw #sxsw
Neg,Looking forward to delicious T-Mobile 4G here in Austin while iPhone users struggle to do anything.  #SXSW
Pos,looking forward to hearing  google's @mention present today at #sxsw
Pos,Looking forward to hearing Lynn Teo tell me nice things I probably should already know about iPad navigation #UXDes #sxsw
Neutral,Looking forward to J Roddy Walston &amp; the Business at #SXSW Google party. Here's them [vid] {link}
Pos,Looking forward to learning about #iPad #design at #SxSW.
Pos,Looking forward to seeing iPad 2 at the site of the AlphaGraphics where I bought $1 laser prints in 1986 (Scarborough Building).  #sxsw
Neg,Looking forward to the day when @mention and @mention release native Android 3.0 tablet-optimized clients! Google Latitude sucks! #sxsw
Pos,Looking forward to the iPhone and Android design sessions at #SXSW. Can't wait to drink and give away stuff and get paid for doing it too.
Pos,Looking forward to visiting the #Apple store  that has come up on Congress Ave for #SxSW #apple Sell more iPAD
Neutral,Live photos at Apple Store #SXSW 10x2 @mention @mention @mention @mention @sehugg @kshepherd @juntao @WuChangTX #iPad {link}
Neutral,"Hey tweegos..Google to Launch Major New Social Network Called Circles, Possibly Today {link}  #sxsw"
Neutral,Google Close to Launching New Social Network - Circles {link} #google #sxsw
Neg,Both Microsoft and Google are ripping us off too {link} :( @mention a Joomla! wannabe logo #sxsw {link}
Neutral,"New blogpost Google Announces 60 Checkins in Austin, Texas #SXSW {link} + my iCNNreport post: {link} #sxsw #SCRM"
Neutral,"All the posts from #sxsw are making me jealous.  BTW #sxsw auto corrects as ass's on the iPad. No joke, check it."
Neutral,"ipad is not a game changer just a new game, its a about multiplicity and options not either or, but someone has to p[ay for content! #sxsw"
Pos,"Finally got a new iPhone 4 so I can tweet from my phone again! Just in time for #SXSW Gah, this has been torture. #addictedtotheinterwebs"
Neutral,this is not how I want 2 B spending my  time during #sxsw :( (@mention Apple Store w/ 2 others) {link}
Neutral,It just got real. Apple Store #SXSW {link}
Neutral,Sad I'm not there!!  @mention Head over to  {link} by 1pm CST today to win VIP access to my acoustic solo set at #SXSW
Neutral,"True or not True? @mention  Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw�۝"
Neutral,Jenny I got your number. #SXSW #google
Pos,"Come! &quot;@mention Google Party is at GSD&amp;M  #SXSW badge gets u in. Free food, drinks, music. Big place. No line. Great party. Come!&quot;"
Neutral,Panel &quot;iPad 2 vs Android vs the World&quot; #platform met @mention #sxsw #sxswNL - {link}
Neutral,Apple &quot;Pops Up&quot; Store for SXSW Event {link} via @mention #sxsw
Neutral,{link} another example of the marketing beast that is #apple at #sxsw
Neg,Yea!!! Another Google product that isn't available for Google Apps yet: Google Hotpot. #sxsw
Neg,&quot;No other reason for Apple's continued survival than the existence of God&quot; - @mention #enchantment  #SXSW #sxswi
Pos,Google photo booth @mention at the Six Lounge. Check IT! #sxsw {link}
Neutral,No from hotpot RT @mention Google Places with Hotpot personalized &quot;friend&quot; recommendations are pulled from... Facebook??? #SXSW
Pos,For all you #sxsw folks taking notes on your iPad be sure to download Dan Bricklin's app Notetaker. Really sweet.  Thanks @mention
Pos,"Helping you clean up and organize all of your news/content, @mention does a great job for you #iPad owners. #sxsw #SXSWi"
Pos,how did you guys like our presentation at @mention #SXSW wanna try Filmaster on your iPhone now?
Neg,Twitter you have failed me for the last time *force chokes iPhone* #sxsw
Neutral,Hey all you lucky ducks headed to #SXSW want to win an iPad? @mention (client) is giving one away. Details here: {link} #SXSWi
Neutral,"In case you missed #SxSW news coverage, we were featured in today's Fast Company:  {link}"
Neutral,I28: If you Want Blood - You Got It {link} [codes valid: 8:00-11:59:59p 03/13/11] #infektd #sxsw #zomb
Neutral,"Hey, if you're at #SXSW check out my pals @mention They're crucial dudes.Just fuckin' google to see when they're playing or whatever"
Pos,@mention ouch. Looks like I might be able to grab one at the #SXSW temp Apple store
Neutral,Missed #TouchingStories at #SXSW? Catch it at Web 2.0 - Touching Stories: Designing Digital Magazines for the iPad {link}
Pos,Glad I brought my #Mac to #SXSW! PC clearly not cool in this environment. May walk around with #thePlatform iPad
Neutral,If you thought people spent a lot of time staring at their iPhone last year at #sxsw ...just wait.
Neutral,Haven't bought your #iPad 2 yet? Going to #SXSW? Check out Apple's pop-up store. {link}
Pos,My life would be so much better with an iPad. #brainwashed #lines #SXSW
Neutral,Google should do a Doodle for #SXSW.
Neutral,Alarms should go off if you allow users to generate content! - says Google's Richard Salgado #privacybootcamp #sxsw
Pos,And it should go without saying.... google bread is going to be AMAZING!!!! #sxsw #googlebread
Neutral,Privacy Could Headline Google Circles Social Network Reveal Later Today [Social Networks] {link} #ACLU #GoogleCircles #SXSW
Neutral,"#Google could launch a 'major' new social network called Circles, possibly today: {link} #SXSW Remake of Wave?"
Neutral,Apple announces pop-up store at #SXSW. See our take on the future of pop-up stores here: {link}
Neutral,"Already found our song of #sxsw thanks to  @mention &quot;Iphone, blackberry, iphone, blackberry. Iphone, blackberry, iphone, blackberry!&quot;"
Neutral,Gowalla founder started with sketches of what passport stamps would look like on the newly released iPhone #sxsw @mention
Neutral,"tip: if your #SXSW hashtag search is being throttled by @mention dumb 420 errors, use google eg {link} for #fsw"
Pos,@mention our Android &amp; iPhone app launches at #sxsw also. keep your handy lil device updated w/event info {link} #eventseekr
Neutral,"Promote your film, band or app with @mention iPhone game! {link} shout me out #sxswi #sxsw #ncbshow"
Neutral,Half an hour into #futureoftouch  first mention of ipad by our Microsoft speakers #sxsw
Pos,Word to your motherboard. RT @mention You'll want these iPhone apps if you're heading to #SXSW today. 10 hot ones. {link}
Neutral,Show me your mustache and monocle.  #google #freedrinks #sxsw #hipsters
Neg,But are your phones staying charged? My crappy #iPhone would never handle #SXSW! RT @mention @mention @mention no sleep crazyfest!!!!!!
Pos,@mention Our social calendar app just rolled out with some special #SXSW functionality for iPhone AND android =D {link}
Pos,"What??? four South Africans, who capped off a 35-hour plane trip to #SXSW with a nine-hour wait in the iPad line...{link}"
Neutral,At the #yourmom iPad design talk. #SXSW
Neg,"Part of Journalsim is the support of democracy, yes? Informed populous, yes? iPad, as a focus, does not support that #newsapps #sxsw"
Neutral,"I am curious about #Google Circle, their rumored new take on the next social network. Have to stay tuned for news from #SxSW."
Pos,I am jealous to see people with the iPad 2 take photos with it. #IwantaCameraonmyiPad #SXSW
Neutral,"Checking out -- Designing iPad Interfaces - New Navigation Schemas at SXSW.
{link} #SXSW #UXDes"
Neutral,Checking out @mention - iPhone app for finding a car service. #sxsw
Neutral,Checking-out Designing for Android session at SXSW.#SXSW #UXAmandroid
Pos,Checking out Google's @mention keynote at #sxsw #mkesxsw who is from Wisconsin!
Pos,"checking out iPad 2 @mention the #sxsw pop-up store (@mention Apple Store, SXSW w/ 17 others) {link}"
Neutral,"Checking out iPad Design Headaches
schedule.sxsw.com/events/event_IAP5507 #SXSW #tapworthy"
Neg,"Checking out iPad Design Headaches (2 Tablets, Call in the Morning).
{link} #SXSW #tapworthy #fb"
Neutral,Checking out iPad Design Headaches (author Josh Clark) #Tapworthy #SXSW
Pos,It was about pen and ink and #miamibeach for me. But for now it's all iPhone and #sxsw for the next week.
Neutral,"Checking out Poked, Liked &amp; Re-Tweeted: A Google Love Story at SXSW.  #SXSW #sxsw15 #sxswiC"
Neutral,"Checking out Q&amp;A W/ Google, Bing On Website Ranking at #SXSW.
{link} #qagb"
Neutral,Checking out Q&amp;A With Google &amp; Bing On Website Ranking at #SXSW #qagb
Neutral,Checking out Q&amp;A With Google &amp; Bing On Website Ranking at #SXSW #qagb #raidsxsw
Neutral,Checking out Staying Alive: Can Indie iPhone Game Development Survive? at #SXSW #StayingAlive
Pos,Checking out the Apple pop up store. Looking fwd to checking out the iPad 2. #sxsw #mosaicxm MK {link}
Pos,"Checking out the new Fast Society app. for iPhone ... Kinda like a group FourSquare, nice for #sxsw. Thanks to @mention for sharing!"
Neutral,Checking out the pop up Apple Store at #SXSW
Neutral,"Z4: Come Out, Come Out! {link} [codes valid: 4:00-7:59:59p 03/11/11] #infektd #sxsw #zlf"
Pos,Check it out! Great &amp; v. effective enviro app by @mention : Which Bin - {link} (iPhone 3gs+) #sxsw #sxswi #greatergood
Pos,Traffic routing feature of Google Maps saves 2 years per day in terms of wasted time in traffic #SXSW
Neutral,The line outside the #SXSW Apple pop-up store. #wasteoftimeatsxsw {link}
Pos,The line outside the pop-up Apple store was crazy-long. This festival gets more entertaining every day. #sxsw
Neutral,"Another POV from #SXSW: &quot;The Future of Reading Online Is Customization &amp; Sharing, Not Tablets (Yet)&quot; | Fast Company - {link}"
Pos,Banks innovate or die is a great session. &quot;250k customers joined bank of america when they were 1st to release an iPhone app&quot; #sxsw
