label,text
Neutral,Users drive 12 billion miles a year with Google Maps Navigation... {link} via @mention #sxsw
Neutral,Anyone have any suggestions on getting T-mobile prepaid data to work on my iPhone? Only phone/txt is working. #SXSW
Neutral,MeetingWave iphone app's new version 1.5 {link} Submitting Android this week just before #SXSW Free downloads Please Retweet
Neutral,Just arrived and haven't seen a single person without an iPhone. ATT better be ready! #SXSW
Neutral,"Google unveiled new data visualization tool, open source - is it based on gapminder? #bavcID #sxsw [pic]: {link}"
Neutral,Google developer hackathon at @mention  discussion web fonts. #google gets 32000 font request a day.  #sxsw #gsdm google.com/webfonts
Neutral,Can you even get in to #SXSW without an iPhone?
Neutral,"Such an eventful day,earthquake, tsunami and #iPad 2 plus #SXSW.. {link}"
Neutral,Did you ever got a high5 when you were buying a product probably not but by #apple in the queue line that's normal #SXSW {link}
Neutral,"Ok, I'm over not being at SXSW, I'm too into garage band for iPad to notice. #stunned #SXSW"
Neutral,Heading over to ballroom b 'your mom has an ipad-designing for boomers' #sxsw
Neutral,"Network Overload: Google to Launch Major New Social Network Called Circles, Today? {link} #sxsw (via @mention @mention"
Neutral,funny xD very funny xD {link} Rebecca Black Dionne Warwick #sxsw iPad
Neutral,What is everyone using to keep track of what they plan to do at #sxsw? Your regular Google Calendar? I need guidance!
Neutral,Morning everyone! Our iPad 2 giveaway for #sxsw closes v shortly! You just need to sign up at {link} to enter - go for it!
Neutral,@mention via @mention Apple store downtown Austin open til Midnight. #sxsw
Neutral,Here's a view inside - {link} RT @mention Apple Popup Store at #SXSW {link}
Neutral,"Our interview w Marissa Mayer from #SXSW on Google 3.0, how working for Larry will be different than working for Eric {link}"
Neutral,"Had to navigate for the cabbie with Google Maps. Natives: 0, Geeks: 1. #SXSW"
Neutral,We are giving away an iPad 2 to kick off our time down at #sxsw. Just visit our blog for more info: {link}
Neutral,Really loving marissa mayer's presentation on mobile #google #sxsw
Neutral,"Google giving Social another go? {link} Google Circles, let's see what the guys at #SXSW make of it"
Neutral,"Websites visited: 73% Google, 66.7% Microsoft, 50.6% Facebook, 48% Yahoo, 31%, Wikimedia - @mention #diversity #sxsw"
Neutral,How you avoid long lines &amp; jam packed parties at #SXSW with #Hurricane #Party the new #iPhone #App {link} #smm #geo #marketing
Neutral,"The #Ogilvy #Sydney #SXSW #podcast Ep3 is #up, with too many #hashtags #AUSXSW {link}"
Neutral,The #Ogilvy AU #SXSW podcast channel is now open for bizness in iTunes. Subscribe for daily updates {link}
Neutral,CHEESE FTW !!! {link} UNLV Pearl Harbor #sxsw iPad
Neutral,Full #SXSW #touchingstories presentation:  {link}
Neutral,I just saw a blind guy with an iPhone. Only at #SXSW
Neutral,"Hey, #SxSW attendees. Summon your own town car when party hopping with an iPhone and @mention Nothing short of magic. {link}"
Neutral,Free #SXSW CD download. Various Artists - SXSW: Featured Artists - {link} #iTunes
Neutral,Took a few days off (unplugged) to visit family. Anyone have #sxsw highlights? My Google reader is bursting at the seams!
Neutral,"&quot;SXSW GO is now available iPhone, iPad, Android, Blackberry, and coming soon for Windows Phone 7&quot; presented by HP. wait what?! #sxsw #webos"
Neutral,Photo: How I�۪m spending my Sat night at #SXSW. Chatting with my husband over skype on my iphone at a coffee... {link}
Neutral,Woah #SXSW is the buzz word i wake up to!  I had to Google it to work out what it was!! #ImAnAussie
Neutral,"Free #sxsw Lemonade Stand. iPhone, Android, and WP7 in two days on #startupbus. {link} {link}"
Neutral,Wonder how many iPads they'll sell there tomorrow? RT @mention Apple Opening a Pop Up Store at #SXSW {link}
Neutral,"Wonder how many sold at #SXSW? iPad 2 Sold Out, 70% Went to New Buyers [REPORT] {link}"
Neutral,Hmm��_a slew of iPhone app updates (inc. #4sq3) the past few days? Can only mean one thing: it's #SXSW soon.
Neutral,"Hey, #SXSW peeps: Go hang out w/ Burners now! {link} Burn-B-Q at Pan-American Park 5-8pm: {link} cc @mention"
Neutral,free #sxsw playlist.. enjoy {link}
Neutral,"Dear #SXSW re new rule of 'Google b4 twtng..' also add re #film &gt; replace '..locatn, locatn..' w/ '..contxt, cntxt, cntxt..'"
Neutral,"Dang #sxsw rumors RT @mention False Alarm: Google Circles Not Coming Now, And Probably Not Ever (AllThingsD): {link}"
Neutral,Next #SXSW session - do agencies need to think like software companies? Panel with google &amp; barbarian group.
Neutral,Next #SXSW we're heading to is about designing iPad apps for baby boomers. What do you wish apps did that they don't yet? ^TG
Neutral,Don't know what bands to see at #SXSW?  The Festival Explorer Austin Edition will help you decide!  {link}
Neutral,Wanna know where the fast cellular signal is at #SXSW? Get Coverage: Austin for iOS (FREE) for detailed maps - {link}
Neutral,Wanna know where to get lunch during #sxsw without waiting 30min?  Ask Around. I did.  Saved me lots of time.  {link}
Neutral,What�۪s new with Blogger {link} #blogging #blogger #google #sxsw
Neutral,Free #SXSW: Featured Artists playlist on #iTunes: {link} #freemusic
Neutral,Hipsters w/ oversized earphones pluged into the new IPAD make me happy that Texas has such loose gun laws #SXSW
Neutral,We can't wait to give an iPad to someone at #sxsw. Want in? Just head to www.pep.jobs/upc to enter. (must be present to win)
Neutral,Tired of waiting in line @mention stores? Best buy in Austin announces ipad2 on sale today. #sxswinfo #sxsw
Neutral,@mention Wanna sign up for the beta: {link} #SXSW #hhrs
Neutral,"Case you wanna stalk me: Google, AustinJS, Rocksauce, then Shang. I will accomplish ALL OF THESE THINGS. #sxsw"
Neutral,"Lightbox wants to be Android's new camera, raises $1.1 million from Valley players bit.ly/eA1zgD #sxsw #betainvites"
Neutral,"Location wars are heating up in Austin. Google Latitude launching Check-in offers, &quot;mayorships&quot;, ... {link} #SXSW"
Neutral,@mention Was just chatting with someone about the proliferation of iPad 2 at #SxSW - like an iPad reunion.
Neutral,"Mashable was there to talk to line takers, many of whom spent the better part of the ...  #ipad #sxsw #gadgets {link}"
Neutral,"The line was too long the other day... but I'm just curious anyway :P #sxsw (@mention Apple Store, SXSW w/ 4 others) {link}"
Neutral,@mention Was your #SXSW iPad talk along the same lines as your iPad talk at 360iDev? Or is it basically different content?
Neutral,"About to watch &quot;Something Ventured&quot;, a documentary about the entrepreneurs behind Apple, Intel, Cisco &amp; Atari. Filmakers in attendence #SXSW"
Neutral,"The only way you truly understand a material is by making things with it.  Jonathan Ive , Apple VP Design   #SXSW"
Neutral,SXSW: Crowds for iPad 2 launch - CNN {link} #sxsw
Neutral,@mention we are actually giving away 10 #FREE #Taplynx #iPhone and #iPad app licences away for #SXSW! bit.ly/pushsxsw11. Check us out!
Neutral,@mention We are in line at the Apple pop-up store at #SXSW. Less than 50 people in line at 1pm! #score
Neutral,@mention We are working towards Android but it won't be ready by #sxsw. Thanks for the interest!
Neutral,@mention We can offer an apple and some tinfoil. #sxsw?
Neutral,Crowley: We're growing up. FourSquare  competitors are now Facebook &amp; Google. #checkins #SXSW #KetchSX
Neutral,ReadWriteWeb is reporting Google might launch its new social network at #SXSW today -- {link}
Neutral,"I'll be tweeting out #SXSW sessions I'm going to.  Up first: Young entrepreneurs, Marissa Mayer of Google and @mention of Wordpress"
Neutral,@mention Welcome! Enjoy #Sxsw and ride anywhere in Austin for $10 . dwnld the #GroundLink app{link} booth 437
Neutral,@mention well #SXSW is an iPad commercial ... But I want to minimize the wear and tear of my laptop.
Neutral,@mention Well I did hear that someone was gonna setup a pop up apple store during #SXSW .  Oh wait...that wasnt about the fruit?
Neutral,@mention well put. totally agree! #apple #sxsw
Neutral,Wish you went to #sxsw? We got you covered! Day 1 Recap {link} from Coyne's @mention and @mention
Neutral,This is awesome....   How I got an iPad 2 during #SXSW! {link} via @mention
Neutral,@mention What is the most optimal way to access my Lanyrd account on my iPhone while at #SXSW?
Neutral,@mention what size did you get? Did you got the apple pop store they opened up at #sxsw
Neutral,"@mention What, *the* Guy Kawasaki? Former Apple evangelist? WANW! #SXSW"
Neutral,"FRIENDS: What's going on at #sxsw today? Share photos, video with @mention {link} or through CNN iPhone app!"
Neutral,"Deciding when to release a product is an art, not a science - @mention at @mention #sxsw"
Neutral,@mention Where is the temp #apple store at #sxsw?
Neutral,@mention where's the apple #sxsw set-up? Can anyone get in?
Neutral,@mention Which is to say iPad is going to be ubiquitous a lot faster than anyone expected a year or even 6 mo. ago. #newsapps #sxsw
Neutral,Black or white iPad?  #sxsw #iPad2
Neutral,Curious. Why was Google surprised by the usage of the delete button in the Gmail mobile app? #sxswdad #sxsw
Neutral,"@mention Why? Google #SXSW Austin, Texas 2011! That's why!"
Neutral,Post: SXSWi 2011. Day 1. #BPM @mention #SXSW {link} - surprised to run into two other BPM folks!  and a pop-up Apple store
Neutral,"From #SXSWi... RT @mention Google says the future is location, location, location: {link} #SXSW #CNN"
Neutral,@mention will we get the #android update by/for #sxsw? at least an alpha? need testers?
Neutral,Time to switch to @mention on my iPhone so I can ZIP all the #sxsw chatter.
Neutral,Chilling with @mention at the big hair station at the google party at Maggie mays. #sxsw {link}
Neutral,Partying with #Android and @mention #sxsw @mention Lustre Pearl {link}
Neutral,At #sxsw with an iPhone? Use FREE iSpyArt App to send your photos of the #artallaround to @mention {link}
Neutral,"Current Twitter feed: devastation in Japan, parties/panels at #sxsw, iPad 2 and @mention artifacts and recollections from five years ago."
Neutral,Get the OWLE Bubo for iPhone with a $20 off coupon use code SBSW2011  #sxsw #SXSWFilm #SXSWi #almedia
Neutral,Anyone down at #SXSW wanna bring me back a Windows Foam 7? {link} #microsoft
Neutral,"Google ARwords, ARsense anyone? #ARSXSW #SXSW #DARKNET"
Neutral,@mention worked with @mention to create open-source s2 to fill the gap needed by location-based applications that use nosql db model #sxsw
Neutral,"@mention wow - a gold's gym underneath an Apple store. Kind of you in a nutshell, right? #SXSW"
Neutral,@mention wow! You just came up in my Google results for PERMA!! #WS #sxsw
Neutral,Clearly #wp7dev won the mobile smackdown v iPhone and Android at Iron Dev #sxsw. Kudos @mention
Neutral,Video shows a guy hacking Times Sq billboards w/ his iPhone. Real or Not? {link} #sxsw
Neutral,Z6: No News is Good News {link} [codes valid: 4:00-7:59:59p 03/11/11] #infektd #sxsw #zlf
Neutral,Apple knows where the influencers will be: Apple set to open popup shop in core of SXSW action to sell iPad2 at #SXSW! {link}
Neutral,CLIENT NEWS! @mention Releases &quot;Dope Melodies &amp; Heavy Bass&quot; &amp; Invades #SXSW -&gt; {link}
Neutral,which browser do u prefer? Internet Explorer 9 OR Google Chrome SWAY IN:  {link} via @mention #ie9 #sxsw
Neutral,Join leNewz fo free donuts and massage at #SXSW Trade Show (booth #1422 just behind Google's)
Neutral,"{link} thx to @mention and @mention for this portable charger, we are now ready for #sxsw #swag #android"
Neutral,Leaving excellent panel from @mention on Writing Compelling Content. On to the Android Dev. Meetup! #SXSW
Neutral,"Getting excited to present *Spark at Team android choice awards #sxsw doors open in 20 min @mention lustre pearl. If you're here, come cheer us on!"
Neutral,"#SXSW ##UXDes Check out Designing iPad Interfaces - New Navigation Schemas at SXSW.
{link}"
Neutral,"Preso l'express pass per The City Dark e Road to Nowhere, visto il primo iPad 2 &quot;in the wild&quot; e ora panel con il cast di Source Code #SXSW"
Neutral,At the #SXSW #Android meet up in the Hilton
Neutral,At the #SXSW #apple store in #ATX  {link}
Neutral,New at #sxsw film this year: folks sitting in line reading scripts on their #ipad
Neutral,{link} #sxsw Google going Social again?
Neutral,At the #sxsw Google Blogger/Sketchup party with @mention ... it's unexpectedly quiet compared to last night...
Neutral,"Austin #SXSW iPad 2 line now 1.75 blocks long (not in line, just enjoying the spectacle) {link}"
Neutral,Follow #SXSW on My Taptu:&quot;Apple iPad 2 lines from SXSW 2011 [HD Video]&quot; - {link} - shared from My Taptu
Neutral,Not at #sxsw or in line for an #iPad I feel like I am a disgrace to geeks everywhere. At home working in @mention instead. #startup
Neutral,"iPad 2 #sxsw pop-up store (@mention Apple Store, SXSW w/ @mention [pic]: {link}"
Neutral,Apparently #Apple has cornered the live demo market. It's not as easy as it looks. #MarissaGoogle #sxsw
Neutral,This is my 5th year downloading the #sxsw Music Torrent {link} ALL FREE and LEGAL! Great Music.
Neutral,GG new try at social? RT We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google (via @mention
Neutral,Its #PiDay at the #google #sxsw booth! {link}
Neutral,Google may be launching a new social network called Circles today at #sxsw {link}
Neutral,At a party being thrown by Google and the aclu...don't tell my dad. #sxsw (@mention Maggie Mae's w/ 78 others) {link}
Neutral,"In case my fairy god mother = reading mail; my �ـ�G wish this week is 2 go 2 #sxsw �ύ for the #Android ��� Dev ��� Meetup. @mention Hilton, Sat. 12:30PM"
Neutral,The Motley Fool: Google Prepares for Its Fight With Facebook | Circles may not have appeared at #SXSW but on its way {link}
Neutral,Apparently Google to launch a major New Social Network {link} #SxSW #Circles
Neutral,"I actually have no idea what #SXSW is. I could google it, but I'm fine not knowing."
Neutral,Is anybody having trouble downloading the #SXSW pak in the @mention app for iPhone.
Neutral,It's crazy here at #Apple's temporary #Austin store. Post coming up with pics. #SXSW
Neutral,Bing party in the same location as last year's Google party #irony #SXSW (@mention Six Lounge w/ @mention @mention {link}
Neutral,"Ok, got my iPad cover, now what? They better not have given my iPad to some tool at #SXSW."
Neutral,"Officially iPad-ed #SXSW (@mention Apple Store, SXSW w/ 16 others) {link}"
Neutral,{link} Guy Kawasaki talks 'Enchanted' at SXSW - HE knows his stuff! #books #internet #Apple #sxsw
Neutral,Brought my lunch and took train to #SXSW the last two days. Have I earned an iPad? #frugality
Neutral,Apparently mobile #sxsw GO app is not compatible w/my iPhone. Any other suggestions on good mobile aps for sxsw? thanks!
Neutral,1st injury of #SXSW? Bicycle + stupid + concrete = ouch.  {link} Fortunately still able to type on iPhone. Not on my schedule!
Neutral,"Austin, my pal @mention lost her phone, please help RT @mention I left my WHITE iPhone 4G in a cab in Austin at #SXSW Internet, please help."
Neutral,"New Lonely Planet Austin City Guide iPhone app FREE for SXSW, until March 15, 12 pm PST {link} #travel #austin #sxsw"
Neutral,The Lonely Planet iPhone app guide to Austin is free this week. #sxsw
Neutral,Still only seen two non-iPad tablets at #sxsw. Thousands of iPads.
Neutral,Apparently the #sxsw apple store line is only 15 minutes at the moment.
Neutral,Am I crazy to be thinking about upgrading my iPhone right before #SXSW?
Neutral,on display tonite: {link} #gsdm #google Industry Party: {link} #sxsw
Neutral,smoked way too much yesterday! hahaha  #austin #wakeNbake  painting at this Android Party tonight #sxsw #AndroidSXSW {link}
Neutral,"Come party w/ @mention and Google tonight at #sxsw: {link} Bands, food, art, ice cream, nifty interactive maps!"
Neutral,"Apparently, Apple has set up a temporary iPad 2 shop in Austin for #SXSW.  #groan"
Neutral,"Apparently, if you Google &quot;ad preferences&quot; and you'll see what Google thinks you'll like. #seenocreepy #sxsw"
Neutral,"by the way, we're looking for a spanish-speaking trend scout based in Austin -&gt; {link} #sxsw"
Neutral,True story! RT @mention I just rated Amy's Ice Cream 5 stars. @mention &quot;Best ice cream in town!!&quot; {link} #sxsw
Neutral,&quot;They're in line for some ipad thing&quot; #overheard #sxsw #normalpeople {link}
Neutral,@mention yay :) thank you! what do you do? #pushio #sxsw #ipad
Neutral,... or maybe not: {link} #google #circles #sxsw
Neutral,"Marisa Meyer is showing yelp, aka google hotpot #sxsw"
Neutral,"Mobile mayhem! RT @mention Hoot! New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}"
Neutral,Who is flying to #SXSW and wants some @mention free miles! DM me..i'll shoot you a code. (currently iPhone only)
Neutral,"Google trying to fill void for local information with hotpot. If you own a biz, claim it and provide photos and more info. #sxsw"
Neutral,"dear everyone coming to #SXSW, a friendly reminder that the iPad 2 comes out Friday and my birthday is Saturday. #justsayin"
Neutral,"you know you are on the plane to #SXSW when u become Facebook friends with your seatmate. He added me on his iPad, I added him on my laptop"
Neutral,Those of you at #SXSW I need the details on Google Circle! What's it all about? @mention @mention
Neutral,@mention you can check out {link} for other #SXSW iPad apps too.
Neutral,@mention You can get an iPad 1 for under $350 now. And they'll be $99 before you know it. Look at iPhone. #newsapps #sxsw
Neutral,@mention you could win a #sony Xperia play before you can buy it later today at #SXSW details here #android
Neutral,@mention you give away that iPad yet.... ? #sxsw
Neutral,@mention you going to #Google announcement @mention #SXSW today? would love your realtime reaction to #Circles. {link}
Neutral,"@mention You guys should do this &amp; give me the iPad you win :) &quot;@mention CBS, SCVNGR Launch Spy Game at SXSW - {link} #sxsw&quot;"
Neutral,@mention you know...they sell apple products at places other than #sxsw... just sayin.
Neutral,@mention you should find @mention or...you can go purchase the new ipad2 at the #sxsw apple kiosk
Neutral,Soooo do you think Apple will have a mobile store for iPad sales at #SXSW on Friday?!?! @mention @mention @mention @mention ;)
Neutral,"&quot;If you were able to afford to attend  #sxsw or buy an #iPad today, consider saving a few $$$ for #Japan #earthquake relief. #Justsayin&quot; #FF"
Neutral,@mention you'll be at the google party tonight? Going to try and make it. too many events! #SXSWi #SXSW
Neutral,@mention You're not sure how many you ate? That IS a #drunkwalrus. Check out &quot;Gourdoughs&quot; when you're at #sxsw (Google 'em)
Neutral,At #SXSW your iphone charger is your best friend.
Neutral,At &quot;Your Mom Has an iPad: Designing for Boomers&quot; #sxsw @mention Austin Convention Center {link}
Neutral,At &quot;Your Mom Has an iPad&quot; session #yourmom #sxsw
Neutral,At &quot;Your Mom Has an iPad&quot; session at #SXSW (@mention ACC - Ballroom B w/ 23 others) {link}
Neutral,Cue the hype RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circles
Neutral,Google says reports about launch of Circles social network at #sxsw are incorrect {link} No launch today at any rate.
Neutral,"Google says the future is all around you! (ie, location and such): {link} #SXSW #CNN"
Neutral,"Google says the future is location, location, location: {link} #SXSW #CNN"
Neutral,Google says: want to give a lightning talk to a #H4ckers audience at #SXSW tonight? Email ben.mcgraw @mention gmail.com for a spot on stage.
Neutral,"@mention Yup, but I don't have a third app yet. I'm on Android, any suggestions? #SXSW CC: @mention"
Neutral,"Wave, buzz... RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circles"
Neutral,"Google's Zeiger, a physician never reported potential AE. Yet FDA relies on physicians. &quot;We're operating w/out data.&quot; #sxsw #health2dev"
Neutral,Some Verizon iPhone customers complained their time fell back an hour this weekend.  Of course they were the New Yorkers who attended #SXSW.
Neutral,Text &quot;SXSW&quot; to 24587 for chance to win iPad! Drawing 3/17 at Friends #SXSW. Must be present to win! See ya there! {link}
Neutral,Experiment: spending the last day of #sxsw without my iPhone. #overtweeting
Neutral,Wait. What? Seriously? RT @mention Google doesn't place any value on your domain extension. They are all equal. #SXSW #qagb
Neutral,Nerd alert. (Sent from my BlackBerry) RT @mention Apple  opening up a temporary store for #SXSW and the iPad 2 launch {link}
Neutral,Last night's fun! RT @mention Chilling with @mention @mention big hair station @mention the google party @ Maggie Mays. #sxsw {link}
Neutral,{link}  RT���@mention Google will launch major new social network called Circles. #SXSW�۝
Neutral,&quot;Lotta hipsters here. You could meet a guy in a fedora with an iPad 2.&quot; @mention to his assistant on the stage at #sxsw
Neutral,From the tablet/phone/laptop evidence at #SxSW they might as well call this country the United States of Apple. #sxswsa
Neutral,knitted staircase in attendance at #sxsw party tomo 7pm hosted by @mention &amp; @mention {link}
Neutral,"&quot;Mistakes I Made Building Netflix for the iPhone&quot; incredible detail, code wankery, needs to give away hard copy. #sxsw #netflixiphone"
Neutral,One guy stakes out the Austin Apple popup shop at #SXSW for his #iPad 2 {link} #SXSWi
Neutral,@mention takin' #galaxys4g  4 test drive @mention #sxsw n c how #tmobile #4g holds up in packed downtown #atx #austintx #samsunggalaxys #android
Neutral,"@mention taking #sxsw notes on Noteshelf 4 iPad, recently downloaded NotesPlus (typing and shape recognition) and Brushes (animation)"
Neutral,"We can't talk about liquid exp. without talking about the Kindle. Showing examples of web, kindle and iPhone versions. #liquidux #SXSW"
Neutral,@mention talking about {link} - Google's effort to allow users to have open systems #bettercloud #sxsw
Neutral,"@mention talking at #sxsw from Google. It's about Location and Fast, Fun &amp; Future"
Neutral,"Mint.com Talks Mobile App Development Challenges, Teases New iPad App {link} via @mention #SXSW"
Neutral,Gary is starting a new show &quot;Daily Grape&quot; for #iPhone only @mention  #thankyouecon #SXSW
Neutral,Guy gets tattoo at SXSW so he could win a free iPad2 {link} #sxsw #tattoo #ipad #internet
Neutral,RecycleMatch; Google Earth to headline #Cleantech panel at #SXSW - on 3/15/11 @mention 3:30pm. Follow hashtag #saveustechies. {link}
Neutral,"One to watch... RT @mention @mention to Launch Major New Social Network Called Circles, Possibly Today {link} #SXSW"
Neutral,Warm tonite inside @mention for free #sxsw happy hour showing #Art from the #iPad hosted by @mention @mention
Neutral,Need a Late Night Snack? @mention discovered some filling options at SXSWi RECAP DAY 3! {link} #sxsw #yum
Neutral,"#SXSW quote of the day on iPad interface design: &quot;...If not relatable, discoverable.&quot; #iPad #digital"
Neutral,SEO Webiste Ranking Q&amp;A session with Google and Bing starring @mention @mention @mention follow #qagb if you are not at #SXSW
Neutral,"yes, i hate the fanboys. still valid tho- to those that waited for the iPad2 instead of enjoying #sxsw: {link} via @mention"
Neutral,last minute venue change for #eecms #sxsw meetup at noon: Pecan St. Cafe: {link} Trinity and 6thish
Neutral,"GoogleWebTeam: If you�۪re going to #SXSW and want to talk about HTML and CSS, catch @mention from the Google Webmaster Team."
Neutral,@mention TechCrunch: This Post Has Nothing to do with #SXSW {link}
Neutral,"@mention techs use ipad to find appointments, directions, other nearby customers #sxsw"
Neutral,I just rated GSD&amp;M Idea City LLC 5 stars. @mention &quot;Hotspot #sxsw party... Epic&quot; {link}
Neutral,"iPad updated to 4.3, iPhone currently chugging down the update. Getting prepped for #SXSW Both cameras charged and ready."
Neutral,"Apple. Intel. Genentech. Atari. Cisco...&quot;Something Ventured,&quot; traces the risk takers who wrote checks: {link} #SXSW"
Neutral,"@mention tell @mention to give out gummy worms, ya know, early bird gets the worm! Or free iPad 2s.. that'll work. #sxsw"
Neutral,"@mention Tempted? RT @mention Come party down @mention &amp; Google tonight #sxsw: {link} Bands, food, art, interactive maps"
Neutral,"If you attended Mobile Accessibility panel at #sxsw Would be interested in what you learned, esp. about access for the blind, Android, etc."
Neutral,iPad hipster #AustinCrowd #SXSW {link}
Neutral,"In the Internet age, Google's @mention favorite thing is her Swiss-made watch she bought 12 years ago. #SXSW"
Neutral,Apple to Test Pop-Up iPad Shop at SXSW {link} via @mention #SXSW
Neutral,Apple to Test Pop-Up iPad Shop at SXSW | Cult of Mac {link} #sxsw #apple
Neutral,"Aaron Forth mint.com: Pick platform carefully. (iPhone) Device adoption. Direct to consumers. 
#SXSW #sxswmobileapps @mention"
Neutral,Now more than 200 lined up for #SXSW Apple pop up store
Neutral,@mention thank u for ur tweet about japan and #SXSW ..trying to get a donation booth there but I'm over here with only an iPhone so plz help
Neutral,@mention Thank you for retweeting @mention RT of my Apple Store #sxsw info.
Neutral,@mention Thank you for your insight during the #sxsw Japan panels - have Google Translate in another tab to read some of them!
Neutral,@mention thanks for sharing news on @mention Thoughts on this news from @mention {link} #SXSW
Neutral,@mention thanks for stopping by for your iPad case! #zazzlesxsw #SXSW {link}
Neutral,"@mention thanks for the RT, iPad 2 giveaway details to come!  #SXSW #sxswi"
Neutral,"@mention Thanks Omar, we've updated our story. {link} #sxsw #google"
Neutral,"@mention Thanks! Good tidbit on the I/O conference, too, thanks for sharing that. #sxsw #google"
Neutral,"@mention thanx 4 the follow!, nice meetin' u @mention #sxsw party i'll let peeps know about @mention #iphonedev #androiddev #iphone"
Neutral,"To those that have purchased an iPad 2 at #SXSW, I see more people buying the white one. Why? Nicer frame for presentations? Reading?"
Neutral,"@mention That's exactly what I've been sayin! RT If you're able to attend #sxsw buy an iPad today, consider a few $ for Japan relief."
Neutral,"Art From the #iPad on view daily for #sxsw + free coffee, iDevice recharging at @mention �� Austin Details {link}"
Neutral,@mention The #sxsw folks are a pretty Kool-Aid-drinking bunch. I think a few Android tablets from the hardcore Linux nerds. Will let you know
Neutral,Download the #SXSW app on your Iphone and do this: {link}
Neutral,Enjoying the #sxsw California (Hollywood + Silicon Valley) meets NYC in sunny Austin by-the-pool with cowboy boots + iPad vibe. #sxswi
Neutral,jamin to the #SXSW itunes album {link}
Neutral,"Checkout the #TronLoungeSXSW to see Disney 2nd screen, FREE iPad app &amp; TronLegacy R3CONF1GUR3D Soundtrax #SXSW"
Neutral,Z43: Let the Bodies Hit the Floor {link} [codes valid: 8:00-11:59:59a 03/15/11] #infektd #sxsw #zlf
Neutral,What are the chances that @mention will NOT buy an iPad 2 at #sxsw (unless he already got one on the way)?
Neutral,Video of the first #iPad2 unboxing outside the #Apple Store at #SXSW coming up as soon as I can find decent WiFi
Neutral,Just saw the Google Streetvview car. #sxsw
Neutral,Line for the Google and Bing pagerank session #crazy #sxsw
Neutral,"Bringing the heat: ���If you show me the content quality, I�۪m much more likely to rank you�۝ From #sxsw (via @mention &amp; @mention on ranking"
Neutral,"Awaiting the high priestess of #google, Marissa Mayer. #sxsw"
Neutral,Watching the iPad-made movie at #busy makes me wish I was at whatever party they were at when they made it instead of... here. #SXSW
Neutral,@mention The League of Extraordinary Hackers Event organised by Google to Build Robots for Good - {link} #SXSW Hmmmm!
Neutral,Checkout the League of Extraordinary Hackers at #SXSW by #LEGO and #GOOGLE - {link}
Neutral,@mention the line at the temporary apple store here at #sxsw was unreal. Just walked by on my way to the convention center. #ipad2
Neutral,We're at the Lustre Pearl getting ready for our presentation at the Team Android Awards #sxsw
Neutral,Watching the Man U game at the Radisson while waiting for the next talk about the iPad vs android #sxsw
Neutral,Download the official Featured Artists of #SXSW playlist via iTunes - 22 songs for absolutley #free - {link}
Neutral,I may be the only man at #SXSW without an iPhone.
Neutral,Shhhh... the Promo Code for the iPad 2 Giveaway is SXSW2011 #SXSW Web Developers can be #winning too!... {link}
Neutral,"Just for the record, I am not/was not in an iPad 2 line. I merely passed by while making some minor #sxsw rounds. Home now."
Neutral,Enjoying the resurgence ���@mention I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game. #SXSW�۝
Neutral,Enjoying the rooftop terrace at the speakeasy. Reassured that by 'extraordinary hacking' Google meant soft couches and bar #sxsw
Neutral,N26: Set the Terror Level to Red {link} [codes valid: 4:00-7:59:59p 03/13/11] #infektd #sxsw #necro
Neutral,@mention The unofficial #SXSW torrents are a great way to hear what you can expect this year {link}
Neutral,Going to the urinal while holding ur ipad and tweeting about it is tough! #sxsw
Neutral,@mention Theory: using google mood index on social media posts can predict movement of dow jones 6 days in advance #sxsw #smvis
Neutral,"Shoe on other foot. Newspapers always chasing young readers. At #SXSW, young developers pack panel on iPad design for boomers. #yourmom"
Neutral,"After further review, it's probably my downloading of the #SXSW torrents making things slow {link}"
Neutral,@mention they're flowing like water at the pop up Apple store in downtown Austin near #sxsw. Know anyone still there?
Neutral,The only thing I got from this smarmcake #sxsw writeup was that #Google has #ontologists. {link} #ontologyshoutoutwut
Neutral,"Well something is happening at my bus stop, prob something with #sxsw or #apple, dunno {link}"
Neutral,Where is this ipad pop up store? #sxsw #caniexpenseanipad
Neutral,@mention thought you may be interested in this #sxsw session &quot;Your Mom Has an iPad: Designing for Boomers&quot;
Neutral,Just met three girls from the Apple iTunes Connect team @mention the iPhone developer meetup. Got 2 talk about how I would change iTC. #SXSW
Neutral,i've run through 270% of my iphone battery in 8 hours. #sxsw
Neutral,Google maths of the day: wave + buzz = circles! #google #circles #fail #sxsw
Neutral,"Ringo Deathstarr be flooding ear canals at Red 7 right about now, Mind of Adi showcase  Location: {link}  #sxsw"
Neutral,"#Apple enthusiasts lining up for #iPad2 outside pop-up Apple store in Austin for #SXSW. 6th/Congress, opens 5pm {link}"
Neutral,"One more time, with feeling: Android Developer Meetup Saturday at #sxsw! 12:30pm Sat, Hilton 615AB. All welcome! RT, if you might."
